content,rating,author,time,votes,ip_location,movie
"故事普通/俗套。但健身房老板和教练看了肯定特开心，目测年后办卡人数会激增。
拍摄手法都很常规，剪辑有一点小心思但不多。滥用背景音乐要扣不少分，也反映了情绪调动和人物塑造都比较差。
对贾玲我的感情还挺复杂。她的近两部作品都没有打动我，总让我感觉有自恋的气息。客观来说，一年掉50kg确实很了不起，她也将这作为最主要卖点。上一部宣发的重点是纪念妈妈、歌颂母爱。
中规中矩的春节档院线电影，加上这样的卖点至少是不愁票房的。但总拿自己作为重点，不免让我猜测是否自我意识过剩。希望下一部能用视听手法完成真正的电影，而不是MV连播；把故事讲得更有意思，而不是专注在将他人的故事移植和本土化。",3,柴可夫斯基,2024-02-10 15:50:53,408,浙江,热辣滚烫
改编上没有犯错误，拿了原版的核，在这个基础上又做出了本土化的新东西，贾玲的厉害之处，是她都拿自己下刀，不管是社会情绪的部分，还是变身拳击手的部分，她让这个故事变成了看一个女人学会爱自己，赢自己，让自己变得更好，更强大。不要奢望春节档的电影可以承载艺术电影的个性和作者表达，那就不是春节档了，事实也证明，春节档的观众不喜欢沉重的东西。它只是把表达置换成了情绪，贾玲变身拳击手就是一场来自血肉之躯打造的视觉奇观，是她为角色的付出，她的努力和真诚充满力量，她的改变带着符合当下时代价值观的正能量，像一场行为艺术，人戏合一。,3,亵渎电影,2024-02-19 19:34:09,98,河北,热辣滚烫
本来是想给四星的  但是看到好多恶意差评  决定给五星   只要不瞎 看过就知道这是一部好电影   承认别人优秀这么难么,5,黄小黄touch,2024-02-20 14:23:52,266,山东,热辣滚烫
明明想要看的是一个饱受社会冷眼旁观肥胖者发现自我，寻找自我最终获得自我价值的励志电影，但整部电影过了一个多小时我没有看到女主有任何心理上情感上的变化，反而是一直含情脉脉得盯着男主角看，根本没有一点思想上的改变，然后莫名其妙的成了讽刺恶意剪辑的讽刺电影，好不容易来了组励志镜头，结果没几分钟就瘦成一条闪电，继续无聊注水的剧情。而且，这电影男凝味道十分严重，开头李雪琴那段，把出轨这种不可饶恕的罪恶以喜剧化的效果展现出来是何居心？总之勉强给两星吧，算演员的付出。最后肥胖不是原罪，健康才是追求！,2,YQ,2024-02-10 14:09:25,678,山西,热辣滚烫
后半段基本像是减肥vlog了 剧情其实没有多少 不太理解我为什么要去电影院花钱看别人减肥,3,Astra✨,2024-02-17 18:38:00,187,广东,热辣滚烫
"这一次终于不再是丧女孩被渣男骗完了洗心革面变瘦变美，然后挽着另一个高富帅出现在背叛他的前任面前以证明“是你瞎了眼”。
我想要变好，和男的没关系。

ps看到贾玲的身材我真的爆哭爆哭
健康 强壮 充满勇气 改变的勇气 重来的勇气 接受自己的勇气
“我对别人挺好的”“但总是被伤害”

最后乐莹上场那一段，镜子里的自己给她竖起大拇指：
她终于获得了自己的认可。
她想要得到的那份自己给自己的认可。

后来的乐莹说话还是轻轻的，瘦了以后身板也没有立刻挺直，还是有点驼背。但她又不一样了，她说，“看心情”。

女性视角和男性视角就是很不一样的。多一些女性导演吧！

也谢谢给我的鼓舞。改变，只需要一年。

谢谢你讲的那么好的故事，谢谢你关注那些不被看见的人不被看见的情绪。谢谢贾玲。",5,栾樨,2024-02-10 18:46:53,726,安徽,热辣滚烫
"前八十分钟确实如坐针毡（但我看国内男导的片子只会更难熬），宁愿看贾玲跑步打拳两小时。对贾玲作品的观感一直很矛盾，下沉的营销，投机的创作，经不起女性视角推敲的剧本，所以我尝试用直觉提炼这部电影，就是我看完的那一刻，我想挥拳。好歹我感受到了力量，感受到一个女性看清奉献无用后在变得更强，直到结局也并未因任何人停下脚步。

贾玲的两部作品都太切身了，真诚有余，反倒绑架观众，希望她在执导商业片路上能早日跳出这个圈，这身肌肉应该更容易扛起摄像机了。（热评说男演员增重减重不营销的能别睁眼说瞎话吗，能被举出例子就说明男的营销钱没白花）",3,Meraki,2024-02-10 22:11:19,341,江苏,热辣滚烫
不是女性导演或者女性主角的电影就叫“女性主义电影”好吗，很平庸的电影，无聊的笑点，无聊的剧情，无聊的镜头，这电影除了贾玲戏外减了100斤的精神一无所有,2,伤心小蚂蚁,2024-03-10 14:12:04,131,广东,热辣滚烫
"这部电影我能挑出它一百个缺点：不合时宜的配乐；不分平仄的剧情；不成熟的拍摄技法；不讨喜的翻拍……
但这并不影响它打动我，并且让我看到在女导演的电影里，女性角色呈现出了怎样的主体性与生命力。
是婚内出轨被轻飘飘揭过的乐丹；是插足情感被一笔带过的莉莉；是被允许怀有野心和事业抱负的豆豆；是对准性骚扰对象的摄影机；是那句“看心情吧”。
是不再审判女性道德，是把女性去符号化，是将真实的女性形象公之于众。她们并不完美，但她们独一无二。
对于影视作品里针对女性一以贯之的以弱为美、观赏痛苦的男性审美，贾玲打出了漂亮的一拳。",5,l拐杖糖,2024-02-22 01:18:39,247,北京,热辣滚烫
最大的问题是贾玲始终高于乐莹,3,一小撮人,2024-02-16 22:58:58,179,广东,热辣滚烫
3.9星。出色的春节档合家欢。1.本土化得合理且成功，镜头精致节奏顺畅笑泪交加，得益于东北演员班底的接地气演出。2.贾玲雷佳音有神奇的cp感，很多人忘了当年雷佳音是以性格帅气小生姿态出道的。3.电影最后的闪回段落颇有《李焕英》最后“可我妈现在还不会缝啊”的力道，让本片高度再提一档。4.佩服贾玲，能瘦一百斤何尝不能展现演员的努力和诚意，有这种毅力的人拍电影怎么可能难看？冷嘲热讽拉踩的人滚。5.每首歌都好好听，周深那首，还能听到《不落的太阳》中文版。6.人这辈子只活一次，能做自己是很幸福的一件事。,4,what'swilliam,2024-02-10 12:26:29,1476,黑龙江,热辣滚烫
我并没有领会，我只觉得打拳前的乐莹不快乐，打拳之后的也并没有很快乐,3,Raina,2024-02-17 22:59:26,138,河北,热辣滚烫
贾玲凭此片可以封神了 中女困境 贺岁片里唯一的女性导演作品 戏里戏外都需要女性付出比男性更多的努力 一旦突破自己 就可以无敌了 赢的不是结果 是完成整场比赛 最后没给渣男一拳真的算慈悲了,5,牛角酥,2024-02-11 17:28:40,786,山东,热辣滚烫
"鸡翅怎么做才好吃，分手怎么说才体面，房子怎么给才算理所应当，故事怎么编才能完美收场。生命究竟是场三万天的短途还是三万块的豪赌，人生是一锅咽不下的牛蛙又接着双手付出的苹果。
善意会在暴雨中送伞，却也总是在黑暗中漏电；爱情始于错位的起点，终究避不开异路的终结。
换上运动鞋未必是为了远行，缠上白绷带却已预备好流血。关不上的窗就让它投进初阳，扶得起的命绝不倒地投降，减下的重量不曾代表我已卸甲，浑身的疼痛才是勇敢者的奖赏。
我不是你该签下的那张空头账单，我是每个夜里照亮自己的漫天星光。",4,小瓣生☕️,2024-02-11 21:26:08,279,四川,热辣滚烫
没有爱情，没有温情，甚至没有激情，一点也不热辣滚烫。生活不是励志电影，好想赢不是为了证明我能行，而是为了证明我不是不行，正因为赢一次很难，所以那些想赢的时刻才珍贵，好想赢一次，但输了又怎样。看到最后幕后视频，我很佩服贾玲，总拿胖作为笑点的她，心里肯定也会在意，也想赢一次，这部电影是她的一次自我表达，没有比这更作者的作者电影了。多一星给贾玲。,4,天马星,2024-02-10 11:44:58,495,湖北,热辣滚烫
首先是想赢，不是想瘦。深刻感到女性的自我救赎应该是一场孤独的奋斗，没有爱人、没有家人也没有朋友，哪怕是同一个家庭的姐妹也不行——她也有自己的泥泞要挣扎。生活可能不会像电影那样设置极端，但其中的道理总是没变的，我们会遇到很多很多痛苦，别指望去依靠谁，训练自己的力量，靠自己，赢一次，或者向前奔跑,4,Chokki,2024-02-10 19:55:21,751,江苏,热辣滚烫
最大的问题是贾玲始终高于乐莹,3,一小撮人,2024-02-16 22:58:58,179,广东,热辣滚烫
说是女性电影，女导演处处背刺女性，闺蜜背刺女主，闺蜜抢男友，说是不想当小三，妹妹婚内出轨，孩子还不是丈夫的，还有雷佳音喝醉酒半推半就那部分，演的仿佛被睡，还占了便宜似的；说是励志电影，那应该是一个饱受社会歧视的肥胖女性处于弱势，发现自我并寻找自我，最终实现自我价值的过程，结果没小人物的颓废，也没思想上的变化，整体情绪薄弱，励志镜头，更是没几分钟就瘦成一条闪电。营销减肥就更搞笑了，她的条件需要现在才减？大概是她胖时，作为喜剧演员会有亲和力，现在瘦了可以作为励志宣传。本来对她有好感，现在只觉得她真虚伪。,1,柳林风声,2024-02-13 22:09:39,452,浙江,热辣滚烫
明明想要看的是一个饱受社会冷眼旁观肥胖者发现自我，寻找自我最终获得自我价值的励志电影，但整部电影过了一个多小时我没有看到女主有任何心理上情感上的变化，反而是一直含情脉脉得盯着男主角看，根本没有一点思想上的改变，然后莫名其妙的成了讽刺恶意剪辑的讽刺电影，好不容易来了组励志镜头，结果没几分钟就瘦成一条闪电，继续无聊注水的剧情。而且，这电影男凝味道十分严重，开头李雪琴那段，把出轨这种不可饶恕的罪恶以喜剧化的效果展现出来是何居心？总之勉强给两星吧，算演员的付出。最后肥胖不是原罪，健康才是追求！,2,YQ,2024-02-10 14:09:25,678,山西,热辣滚烫
怎么能有还没看就恶心我一个月的电影？普通盖地的营销覆盖各大APP，有种被qj的不适感,1,甘达,2024-02-24 16:20:32,363,浙江,热辣滚烫
烂梗老段子大杂烩，性别对就完了，某些人的精神A片,1,舌尖上的花,2024-02-17 23:07:31,443,天津,热辣滚烫
现象级作品。我倒不觉得她是因为男人而奋进。而是觉得她是为了自己捧出去的真心被作践，一而再再而三，而难过。这是一个寻找自已、尊重自己的过程。,4,Diana,2024-02-21 23:35:31,131,北京,热辣滚烫
如果是男导演拍这种题材绝对是屌丝逆袭的励志史，最后不仅名利双收还会抱的美人归。只有女性电影人才能传达如此不功利的信息，蜕变只为挑战自己一次，贾玲真的了不起！！！,5,毛小惺,2024-02-21 17:22:27,224,江苏,热辣滚烫
不是女性导演或者女性主角的电影就叫“女性主义电影”好吗，很平庸的电影，无聊的笑点，无聊的剧情，无聊的镜头，这电影除了贾玲戏外减了100斤的精神一无所有,2,伤心小蚂蚁,2024-03-10 14:12:04,131,广东,热辣滚烫
我并没有领会，我只觉得打拳前的乐莹不快乐，打拳之后的也并没有很快乐,3,Raina,2024-02-17 22:59:26,138,河北,热辣滚烫
贾玲很励志，并不代表这是部励志片,3,看不见的梨涡,2024-02-14 23:42:31,147,江西,热辣滚烫
"拍蜕变进化，却不愿直面自己蜕变前的不堪与狼狈，反而把一切归因为周围人心险恶，内里讨好人格，这导致故事本身的失真。即使一年瘦一百斤再震撼人心，也逃不过这是贾玲，而和杜乐莹无关的感官陷阱。所有为这部品质一般的电影打高分的人，多少都是为了贾玲，而不是电影本身。于是这自恋的弧光，便更扩散到一个戏谑的程度",3,Thistles,2024-02-19 05:54:01,135,荷兰,热辣滚烫
